"term","estimate","std_error","statistic","p_value","rr","rr_low","rr_high","pathway_id","pathway_title","pathway_role","offset_policy","pollution_stage","data_status","outcome","n_rows","n_months"
"mean_tmin",-0.0142233739760166,0.0193149757545833,-0.736390982662323,0.461492790760428,0.985877300332957,0.949252233982032,1.02391547421968,"P11","Pollution-staged on P02","original_panel","population_x_days","multi","HA_APPROVED_AGGREGATE","hf",132,132
"NO2",0.00995604884582123,0.00303811105334141,3.27705231014227,0.00104896933568455,1.01000577518909,1.00400936727508,1.01603799642222,"P11","Pollution-staged on P02","original_panel","population_x_days","multi","HA_APPROVED_AGGREGATE","hf",132,132
"PM25",0.00039299169142857,0.00266120009131758,0.147674612183707,0.882599568470408,1.00039306892278,0.995188651311129,1.00562470344716,"P11","Pollution-staged on P02","original_panel","population_x_days","multi","HA_APPROVED_AGGREGATE","hf",132,132
"O3",-0.000480793903345692,0.00112407681856873,-0.427723350756294,0.668852547235733,0.999519321659522,0.997319614198263,1.00172388083817,"P11","Pollution-staged on P02","original_panel","population_x_days","multi","HA_APPROVED_AGGREGATE","hf",132,132
"mean_tmax",0.0161262214530061,0.0233022994506451,0.692044211652239,0.488909564726341,1.01625695073996,0.970885938688953,1.06374822084858,"P12","Absolute humidity sensitivity on P02","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","hf",132,132
"mean_tmin",-0.0433022002233864,0.0323588019039242,-1.33818923061348,0.180834758839151,0.957621952767179,0.898772395324155,1.02032484441279,"P12","Absolute humidity sensitivity on P02","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","hf",132,132
"absolute_humidity",7.74899890864959e-05,0.0168833477202693,0.00458972890746455,0.996337939023727,1.00007749299151,0.967525138429732,1.03372507055622,"P12","Absolute humidity sensitivity on P02","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","hf",132,132
"mean_tmax",2.06174866713264e-05,0.0134110000253356,0.0015373563964191,0.998773367550029,1.00002061769921,0.974076980966393,1.02665523912839,"P14","Flu co-exposure","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","hf",121,121
"cold_days",0.0113972326092176,0.00643694696588728,1.77059600919776,0.0766279060739397,1.01146242851367,0.998781559458272,1.02430429817873,"P14","Flu co-exposure","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","hf",121,121
"flu_indicator",0.34172949808249,0.196077779973965,1.74282623012085,0.0813639730430395,1.4073795471534,0.958310969690244,2.06688356117425,"P14","Flu co-exposure","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","hf",121,121
"temp_variability_mean_range",0.0206479480106148,0.0218046047478157,0.946953556343794,0.343662445563941,1.02086259166066,0.978153099938048,1.06543692507658,"P15","Temperature variability proxy","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","hf",132,132
"mean_tmax",0.0230889083970842,0.0228033975170641,1.01252054128366,0.31128923027032,1.02335752057947,0.978625981578686,1.07013367173959,"P16","Pre-COVID only (P02)","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","hf",84,84
"mean_tmin",-0.0797359006182982,0.0235697016849891,-3.38298302133708,0.00071703065043084,0.923360173038772,0.881674343757019,0.967016920920133,"P16","Pre-COVID only (P02)","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","hf",84,84
"cold_month_mean_temp_le_p05",-0.0778073309787417,0.0790957534175368,-0.983710599076114,0.32525782692224,0.925142655703368,0.792284283565272,1.08028008526231,"P18","Cold-month indicator (p05 Tmean)","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","hf",132,132
"cold_days",0.0202790879398709,0.00802476927722747,2.52706180567938,0.011502125897927,1.02048610565247,1.00456090958723,1.03666376213828,"P18","Cold-month indicator (p05 Tmean)","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","hf",132,132
